,model_type,clf_details,chosen_params,split_date,start_date_train,end_date_train,start_date_test,end_date_test,random_baseline,p_at_1pct,recall_at_1pct,f1_at_1pct,p_at_2pct,recall_at_2pct,f1_at_2pct,p_at_5pct,recall_at_5pct,f1_at_5pct,p_at_10pct,recall_at_10pct,f1_at_10pct,p_at_20pct,recall_at_20pct,f1_at_20pct,p_at_30pct,recall_at_30pct,f1_at_30pct,p_at_50pct,recall_at_50pct,f1_at_50pct,auc-roc
0,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.004347826086956522,0.0001742767514813524,0.0003351206434316354,0.14099783080260303,0.011327988846287905,0.02097112437489918,0.3104943625325238,0.062391077030324156,0.1039036424321579,0.20164787510841284,0.08103868943882886,0.11561412232720038,0.3183000867302689,0.2558382711746253,0.2836714975845411,0.2854871350101185,0.34419658417567095,0.31210493046776233,0.2925158269013962,0.5878354827466016,0.3906421912096821,0.5761743008937152
1,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.3652173913043478,0.0146392471244336,0.02815013404825737,0.3579175704989154,0.028755663994423145,0.053234392643974844,0.34865568083261056,0.07005925409550366,0.11667392250761863,0.3616652211621856,0.1453468107354479,0.20735952262555943,0.3623156981786644,0.29121645172533983,0.3228985507246377,0.3496675339693553,0.42157546183339145,0.3822692793931732,0.33396930014742865,0.671139769954688,0.446001505588048,0.6440027572443048
2,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.45652173913043476,0.018299058905542,0.03518766756032171,0.47071583514099785,0.03781805507145347,0.07001129214389419,0.41023417172593235,0.08243290345067968,0.13728051081120302,0.39809193408499566,0.1599860578598815,0.2282446544007956,0.36600173460537727,0.29417915650052284,0.326183574879227,0.3483665799363978,0.42000697107005924,0.3808470290771176,0.3351834186107016,0.673579644475427,0.44762290810122185,0.6500813844766442
3,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.4434782608695652,0.017776228651097944,0.03418230563002681,0.45336225596529284,0.03642384105960265,0.06743023068236813,0.42324371205550737,0.08504705472289996,0.14163401538238282,0.38508239375542064,0.15475775531544092,0.2207856787667827,0.36621856027753685,0.2943534332520042,0.3263768115942029,0.34807747904018504,0.41965841756709654,0.3805309734513274,0.33483652762119503,0.6728825374695016,0.44715965024031495,0.6509874726953848
4,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.013043478260869565,0.0005228302544440571,0.0010053619302949062,0.006507592190889371,0.0005228302544440571,0.0009678980480722697,0.0026019080659150044,0.0005228302544440571,0.0008707009142359599,0.29791847354726797,0.1197281282676891,0.17081054201889606,0.278620988725065,0.22394562565353782,0.24830917874396133,0.34244001156403586,0.4128616242593238,0.37436788874841975,0.31298239528228256,0.6289647960962008,0.4179744050031849,0.6064040293388498
5,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.45652173913043476,0.018299058905542,0.03518766756032171,0.4403470715835141,0.03537818055071453,0.06549443458622359,0.4206418039895924,0.08452422446845591,0.14076331446814686,0.3751084128360798,0.1507493900313698,0.2150671307807061,0.35277536860364267,0.28354827466016036,0.3143961352657005,0.3474992772477595,0.41896131056117114,0.3798988621997472,0.3305871129997398,0.6643429766469153,0.4414847414442064,0.6437792202762576
6,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.43478260869565216,0.01742767514813524,0.03351206434316354,0.4490238611713666,0.03607528755663995,0.0667849653169866,0.42324371205550737,0.08504705472289996,0.14163401538238282,0.3933217692974848,0.1580690135935866,0.2255096966683242,0.36643538594969643,0.29452771000348554,0.32657004830917874,0.3470656259034403,0.4184384803067271,0.3794247787610619,0.3356170323475848,0.6744510282328338,0.44820198042735543,0.6503826443491831
7,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.4434782608695652,0.017776228651097944,0.03418230563002681,0.43817787418655096,0.03520390379923318,0.06517180190353283,0.42584562012142235,0.08556988497734402,0.1425047162966188,0.38508239375542064,0.15475775531544092,0.2207856787667827,0.3657849089332177,0.2940048797490415,0.32599033816425116,0.34865568083261056,0.42035552457302194,0.3811630847029077,0.3358772005897147,0.6749738584872778,0.44854942382303553,0.6508379014966676
8,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.013043478260869565,0.0005228302544440571,0.0010053619302949062,0.006507592190889371,0.0005228302544440571,0.0009678980480722697,0.0026019080659150044,0.0005228302544440571,0.0008707009142359599,0.05333911535125759,0.021436040432206344,0.030581800099453008,0.33651344319167387,0.2704775182990589,0.29990338164251207,0.3154090777681411,0.3802718717323109,0.3448166877370417,0.32026710606192005,0.6436040432206344,0.42770282008222826,0.6038573908180043
9,RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=1000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",2012-07-01,2012-01-01,2012-05-02,2012-07-02,2012-10-31,0.24879677405367906,0.5043478260869565,0.020216103171836877,0.0388739946380697,0.4164859002169197,0.03346113628441966,0.06194547507662526,0.419774501300954,0.08434994771697456,0.1404730808300682,0.39288811795316564,0.15789473684210525,0.22526106414719044,0.3738074588031223,0.3004531195538515,0.3331400966183575,0.35559410234171723,0.42872080864412687,0.3887484197218711,0.32807215332581735,0.6592889508539561,0.4381261219526319,0.6467594080525416
